symbol,open_time,probability,side_no_veto,risk_veto,side_with_veto,realized_6h_return,net_return_no_veto,net_return_with_veto
BTCUSDT,2025-07-03 13:00:00+00:00,0.484712006748,0,0,0,-0.00410155925824,0,0
BTCUSDT,2025-07-03 14:00:00+00:00,0.502075503909,0,0,0,0.00208296553628,0,0
BTCUSDT,2025-07-03 15:00:00+00:00,0.514118618151,0,0,0,0.00604941873678,0,0
BTCUSDT,2025-07-03 16:00:00+00:00,0.514932557602,0,0,0,0.00375803630136,0,0
BTCUSDT,2025-07-03 17:00:00+00:00,0.50884811588,0,0,0,0.000262696703056,0,0
BTCUSDT,2025-07-03 18:00:00+00:00,0.511476190997,0,0,0,-0.00182177495641,0,0
BTCUSDT,2025-07-03 19:00:00+00:00,0.512626007545,0,0,0,-0.00276312001604,0,0
BTCUSDT,2025-07-03 20:00:00+00:00,0.505220085833,0,0,0,-0.00697217052817,0,0
BTCUSDT,2025-07-03 21:00:00+00:00,0.510543579913,0,0,0,-0.00503178853791,0,0
BTCUSDT,2025-07-03 22:00:00+00:00,0.508412292242,0,0,0,-0.00653222809252,0,0
BTCUSDT,2025-07-03 23:00:00+00:00,0.507108044309,0,0,0,-0.00522682073186,0,0
BTCUSDT,2025-07-04 00:00:00+00:00,0.509039633989,0,0,0,-0.00413732540706,0,0
BTCUSDT,2025-07-04 01:00:00+00:00,0.508915113,0,0,0,-0.00730602673004,0,0
BTCUSDT,2025-07-04 02:00:00+00:00,0.51192868525,0,0,0,-0.00382174332532,0,0
